subid,proba,pred
NCBCP562893-v01-1-53mo_9_T1w,0.6,1.0
BCP-355327-67mo-v1_16_T1w,0.86,1.0
NCBCP505525-v06-1-17mo_5_T1w,0.46,0.0
NCBCP758603-v05-1-22mo_2_T1w,0.5,0.0
20170531-ST001-Elison_BSLERP_302746_01_01_MR-SE017-T1w,0.44,0.0
NCBCP011228-v03-1-15mo_2_T1w,0.34,0.0
NCBCP525955-v05-1-22mo_3_T1w,0.43,0.0
NCBCP404835-v02-2-65mo_19_T1w,0.88,1.0
BCP-017541-10mo-v1_6_T1w,0.52,1.0
20170423-ST001-Elison_BSLERP_824479_01_01_MR-SE003-T1w_Defaced,0.42,0.0
NCBCP683402-v05-1-22mo_3_T1w,0.38,0.0
NCBCP523054-v01-1-11mo_3_T1w,0.41,0.0
20171210-ST001-MNBCP740317-v01-2-2mo_MR-SE002-T1w,0.7,1.0
20200110-ST001-MNBCP102606-v03-1-16mo_MR-SE005-T1w,0.42,0.0
NCBCP332726-v01-1-60mo_2_T1w,0.88,1.0
20180828-ST001-MNBCP522061-v01-1-3mo_MR-SE003-T1w,0.49,0.0
20170209-ST001-Elison_BSLERP_334324_06_01_MR-SE002-T1w,0.49,0.0
20171116-ST001-MNBCP584381-v02-1-4mo_MR-SE002-T1w,0.46,0.0
NCBCP518139-v06-1-24mo-20180906_3_T1w,0.39,0.0
NCBCP200474-v03-1-15mo_3_T1w,0.45,0.0
NCBCP294064-v02-2-25mo_2_T1w,0.47,0.0
20161107-ST001-Elison_BSLERP_932286_04_01_MR-SE011-T1w_Defaced,0.98,1.0
NCBCP089476-v01-1-18mo_2_T1w,0.39,0.0
20180514-ST001-MNBCP124529-v01-1-19mo_MR-SE002-T1w,0.51,1.0
222881-BSLERP-20150618_2_T1w,0.5,0.0
20170531-ST001-Elison_BSLERP_851956_01_01_MR-SE003-T1w_Defaced,0.42,0.0
20170414-ST001-Elison_BSLERP_295081_01_01_MR-SE002-T1w,0.46,0.0
20180429-ST002-MNBCP601017-v02-1-26mo_MR-SE006-T1w,0.83,1.0
BCP-388560-2wk-v1_3_T1w,0.61,1.0
20180507-ST001-MNBCP908191-v02-1-22mo_MR-SE003-T1w,0.48,0.0
20181024-ST001-MNBCP477045-v04-1-19mo_MR-SE005-T1w,0.41,0.0
20160211-ST001-Elison_BSLERP_995663_03_01_MR-SE002-T1w,0.95,1.0
NCBCP132476-v04-1-15mo_3_T1w,0.5,0.0
20181030-ST001-MNBCP908191-v03-1-28mo_MR-SE002-T1w,0.42,0.0
NCBCP111521-v03-1-29mo_2_T1w,0.53,1.0
20171027-ST001-MNBCP176851-v01-1-20mo_MR-SE002-T1w,0.43,0.0
BCP-404835-52mo-v1_16_T1w,0.92,1.0
NCBCP197622-v05-1-14mo-20180928_3_T1w,0.45,0.0
BCP-111521-23mo-v2_2_T1w,0.46,0.0
NCBCP200474-v06-1-24mo_3_T1w,0.46,0.0
518969-BSLERP-20160127_3_T1w_Defaced,0.35,0.0
BCP-388560-2wk-v1_3_T1w_Defaced,0.58,1.0
NCBCP557468-v02-1-60mo_10_T1w,0.76,1.0
20170414-ST001-Elison_BSLERP_295081_01_01_MR-SE028-T1w,0.63,1.0
BCP-518139-9mo-v1_3_T1w,0.42,0.0
20180811-ST001-MNBCP938316-v03-1-8mo_MR-SE005-T1w,0.49,0.0
20160519-ST001-Elison_BSLERP_716498_06_01_MR-SE006-T1w_Defaced,0.48,0.0
NCBCP002081-v03-1-6mo_2_T1w,0.52,1.0
NCBCP216852-v01-1-2mo_3_T1w,0.48,0.0
20170117-ST001-Elison_BSLERP_683099_01_01_MR-SE015-T1w,0.43,0.0
20170302-ST002-Elison_BSLERP_879509_03_01_MR-SE003-T1w,0.44,0.0
20171013-ST001-MNBCP993015-v02-1-5mo_MR-SE003-T1w,0.39,0.0
NCBCP518139-v05-1-21mo_3_T1w,0.48,0.0
20150708-ST001-Elison_BSLERP_890518_02_01_MR-SE002-T1w_Defaced,0.49,0.0
20170602-ST001-Elison_BSLERP_284149_01_01_MR-SE003-T1w_Defaced,0.36,0.0
20161117-ST001-Elison_BSLERP_597306_02_01_MR-SE003-T1w,0.44,0.0
NCBCP051407-v03-1-15mo-20181016_5_T1w,0.45,0.0
BCP-862498-42mo-v1_11_T1w,0.55,1.0
BSLERP_231205-20160718_3_T1w,0.52,1.0
BSLERP_716498-20150819_2_T1w,0.52,1.0
20160315-ST001-Elison_BSLERP_125632_01_01_MR-SE003-T1w,0.44,0.0
NCBCP562893-v01-1-53mo_12_T1w,0.98,1.0
20171015-ST001-MNBCP838827-v04-1-13mo_MR-SE003-T1w,0.49,0.0
20150226-ST001-Elison_BSLERP_951984_1_1_MR-SE002-T1w,0.47,0.0
20150414-ST001-Elison_BSLERP_534927_1_1_MR-SE004-T1w,0.4,0.0
MNBCP447077-v01-1-5mo-20151015_3_T1w,0.55,1.0
20150616-ST001-Elison_BSLERP_760812_01_01_MR-SE002-T1w,0.48,0.0
20170623-ST001-Elison_BSLERP_116845_06_01_MR-SE003-T1w,0.45,0.0
20180308-ST002-MNBCP830201-v01-1-19mo_MR-SE002-T1w,0.51,1.0
20170215-ST001-Elison_BSLERP_406768_01_01_MR-SE013-T1w,0.74,1.0
20150914-ST001-Elison_BSLERP_951984_05_03_MR-SE017-T1w,0.42,0.0
NCBCP011228-v05-1-21mo-20181112_2_T1w,0.52,1.0
20160418-ST001-Elison_BSLERP_514306_02_01_MR-SE002-T1w,0.46,0.0
BSLERP_794032-20161212_3_T1w,0.43,0.0
20181027-ST001-MNBCP682023-v02-1-4mo_MR-SE002-T1w,0.48,0.0
20181001-ST001-Elison_BSLERP_883901_06_01_MR-SE002-T1w,0.56,1.0
20191022-ST001-MNBCP617942-v04-1-37mo_MR-SE002-T1w,0.43,0.0
20170823-ST001-MNBCP661045-v01-1-18mo_MR-SE003-T1w,0.41,0.0
NCBCP314462-v01-1-9mo_3_T1w,0.59,1.0
794626-BSLERP-20160329_7_T1w,0.48,0.0
20171214-ST001-MNBCP199865-v01-1-9mo_MR-SE003-T1w,0.46,0.0
20191120-ST001-MNBCP315519-v01-1-11mo_MR-SE003-T1w,0.81,1.0
20180629-ST001-MNBCP552990-v05-1-14mo_MR-SE002-T1w,0.54,1.0
NCBCP354404-v01-2-10mo_2_T1w,0.38,0.0
20181003-ST001-MNBCP375518-v02-1-4mo_MR-SE004-T1w,0.42,0.0
20170905-ST001-Elison_BSLERP_879509_03_01_MR-SE002-T1w,0.59,1.0
NCBCP412584-v01-1-10mo_7_T1w,0.51,1.0
20150331-ST001-Elison_BSLERP_890518_1_1_MR-SE004-T1w,0.45,0.0
20171102-ST001-MNBCP406768-v04-1-12mo_MR-SE003-T1w,0.44,0.0
NCBCP002081-v02-1-3mo_5_T1w,0.44,0.0
BSLERP_223008-20160922_3_T1w_Defaced,0.5,0.0
20180331-ST001-MNBCP706655-v01-2-9mo_MR-SE002-T1w,0.47,0.0
20181029-ST001-MNBCP439999-v04-2-20mo_MR-SE002-T1w,0.83,1.0
20190112-ST001-MNBCP706050-v02-1-26mo_MR-SE003-T1w,0.48,0.0
20180910-ST001-MNBCP684448-v05-1-14mo_MR-SE002-T1w,0.51,1.0
20170529-ST001-Elison_BSLERP_105040_02_01_MR-SE003-T1w,0.46,0.0
20160418-ST001-Elison_BSLERP_514306_02_01_MR-SE003-T1w_Defaced,0.47,0.0
NCBCP161437-v04-1-18mo_3_T1w,0.4,0.0
20180718-ST001-MNBCP439083-v03-1-7mo_MR-SE003-T1w,0.4,0.0
20190225-ST001-MNBCP933910-v06-01-24mo_MR-SE003-T1w,0.42,0.0
995663-BSLERP-20160223_2_T1w,0.47,0.0
20190420-ST001-MNBCP648669-v03-1-9mo_MR-SE002-T1w,0.46,0.0
20150914-ST001-Elison_BSLERP_951984_05_03_MR-SE003-T1w,0.88,1.0
20190119-ST001-MNBCP185373-v02-1-26mo_MR-SE002-T1w,0.42,0.0
20150708-ST001-Elison_BSLERP_890518_02_01_MR-SE003-T1w_Defaced,0.45,0.0
NCBCP456907-v04-1-12mo_3_T1w,0.4,0.0
NCBCP011228-v03-1-15mo_3_T1w,0.31,0.0
20180828-ST001-MNBCP522061-v01-1-3mo_MR-SE002-T1w,0.49,0.0
20190830-ST001-MNBCP640680-v02-1-23mo_MR-SE002-T1w,0.42,0.0
20181005-ST001-MNBCP706655-v03-1-15mo_MR-SE021-T1w,0.5,0.0
20171212-ST001-MNBCP522586-v01-1-11mo_MR-SE003-T1w,0.4,0.0
BCP-137012-13mo-v2_2_T1w,0.41,0.0
NCBCP404835-v02-2-65mo_13_T1w,0.97,1.0
20160328-ST002-Elison_BSLERP_505499_03_01_MR-SE010-T1w,0.85,1.0
20190114-ST001-MNBCP372377-v05-2-14mo_MR-SE002-T1w,0.51,1.0
20171214-ST001-MNBCP199865-v01-1-9mo_MR-SE002-T1w,0.56,1.0
20170820-ST001-BCP816406_01_01_MR-SE003-T1w,0.43,0.0
20160215-ST001-Elison_BSLERP_505926_03_01_MR-SE003-T1w,0.74,1.0
859613-BSLERP-20170119_3_T1w,0.46,0.0
20160215-ST001-Elison_BSLERP_505926_03_01_MR-SE007-T1w_Defaced,0.47,0.0
NCBCP650295-v02-1-81mo_10_T1w,0.66,1.0
20151112-ST001-Elison_BSLERP_229768_02_01_MR-SE002-T1w,0.54,1.0
932286-BSLERP-20160210_2_T1w,0.51,1.0
BCP-841279-16mo-v1_7_T1w,0.49,0.0
20170531-ST001-Elison_BSLERP_302746_01_01_MR-SE021-T1w,0.46,0.0
NCBCP945369-v02-2-3mo_2_T1w,0.43,0.0
20180603-ST001-MNBCP627391-v03-1-8mo_MR-SE003-T1w,0.35,0.0
MNBCP805063-v04-1-13mo-20170718_2_T1w,0.46,0.0
20170310-ST001-Elison_BSLERP_883901_02_01_MR-SE003-T1w_Defaced,0.41,0.0
NCBCP758603-v03-1-16mo_2_T1w,0.47,0.0
NCBCP758603-v04-1-19mo_2_T1w,0.49,0.0
BCP-862498-42mo-v1_19_T1w,0.64,1.0
NCBCP131198-v01-1-53mo_7_T1w,0.55,1.0
NCBCP986700-v01-1-44mo-20161201_9_T1w,0.92,1.0
BCP-912823-26mo-v2_3_T1w,0.44,0.0
NCBCP945890-v01-1-60mo_16_T1w,0.97,1.0
BCP-040221-42mo-v1_10_T1w,0.64,1.0
20190921-ST001-MNBCP456442-v02-2-24mo_MR-SE002-T1w,0.41,0.0
760812-BSLERP-20151208_4_T1w,0.41,0.0
794626-BSLERP-20160106_3_T1w,0.73,1.0
20170531-ST001-Elison_BSLERP_302746_01_01_MR-SE002-T1w,0.75,1.0
BSLERP_277762-20150902_3_T1w,0.56,1.0
BSLERP_277762-20170207_3_T1w_Defaced,0.5,0.0
20181024-ST001-MNBCP477045-v04-1-19mo_MR-SE002-T1w,0.67,1.0
MNBCP536876-v01-1-16mo-20181119_3_T1w,0.59,1.0
BCP-456907-6mo-v2_3_T1w,0.4,0.0
NCBCP421109-v04-1-9mo_6_T1w,0.47,0.0
BSLERP_243511-20150625_4_T1w_Defaced,0.47,0.0
NCBCP418793-v05-1-21mo_2_T1w,0.39,0.0
20180607-ST001-MNBCP199865-v03-1-15mo_MR-SE002-T1w,0.49,0.0
20180716-ST003-MNBCP635515-v01-1-1mo_MR-SE003-T1w,0.55,1.0
20181010-ST001-MNBCP764612-v01-1-16mo_MR-SE003-T1w,0.4,0.0
NCBCP758603-v04-1-19mo_3_T1w,0.51,1.0
BSLERP_334324-20150817_15_T1w,0.49,0.0
20160430-ST001-Elison_BSLERP_786266_04_01_MR-SE011-T1w,0.63,1.0
BCP_752735-48mo-v1_3_T1w,0.48,0.0
20160519-ST001-Elison_BSLERP_716498_06_01_MR-SE002-T1w_Defaced,0.44,0.0
NCBCP758603-v08-2-37mo_5_T1w,0.96,1.0
NCBCP576112-v03-1-36mo-20180925_2_T1w,0.46,0.0
NCBCP525955-v05-1-22mo_2_T1w,0.45,0.0
20161114-ST001-Elison_BSLERP_621289_01_01_MR-SE003-T1w,0.39,0.0
BSLERP_231205-20161209_2_T1w_Defaced,0.56,1.0
20170208-ST001-Elison_BSLERP_544404_01_01_MR-SE003-T1w,0.43,0.0
20171002-ST001-MNBCP590275-v01-1-15mo_MR-SE002-T1w,0.45,0.0
NCBCP040221-v02-1-55mo_12_T1w,0.45,0.0
NCBCP576112-v04-1-42mo_4_T1w,0.98,1.0
NCBCP788132-v02-1-5mo_7_T1w,0.43,0.0
BSLERP_557806-20160819_2_T1w,0.58,1.0
20161117-ST001-Elison_BSLERP_597306_02_01_MR-SE002-T1w,0.5,0.0
BSLERP_801091-20160628_2_T1w,0.43,0.0
20170424-ST001-Elison_BSLERP_939785_02_01_MR-SE003-T1w,0.4,0.0
BSLERP_231205-20160919_3_T1w,0.46,0.0
20171022-ST001-MNBCP469900-v03-1-11mo_MR-SE003-T1w,0.68,1.0
20190709-ST001-MNBCP779253-v01-1-10mo_MR-SE002-T1w,0.46,0.0
20170118-ST001-Elison_BSLERP_939785_01_01_MR-SE002-T1w,0.51,1.0
20160303-ST002-ELISON_BSLERP_761247_01_01_MR-SE003-T1w_Defaced,0.65,1.0
NCBCP779604-v04-2-9mo_2_T1w,0.41,0.0
BSLERP_662338-20150312_2_T1w,0.43,0.0
20160215-ST001-Elison_BSLERP_505926_03_01_MR-SE002-T1w,0.69,1.0
BCP-197622-2wk-v1_2_T1w,0.49,0.0
20180624-ST001-MNBCP981854-v05-2-14mo_MR-SE003-T1w,0.39,0.0
20170311-ST001-Elison_BSLERP_755330_04_01_MR-SE013-T1w_Defaced,0.6,1.0
20171212-ST001-MNBCP522586-v01-1-11mo_MR-SE002-T1w,0.43,0.0
20170208-ST001-Elison_BSLERP_544404_01_01_MR-SE003-T1w_Defaced,0.44,0.0
20160222-ST001-Elison_BSLERP_320544_02_02_MR-SE003-T1w,0.47,0.0
NCBCP421109-v04-1-9mo_2_T1w,0.94,1.0
NCBCP011228-v05-1-21mo-20181112_3_T1w,0.5,0.0
MNBCP557806-v04-1-15mo-20170705_3_T1w,0.37,0.0
NCBCP340476-v05-1-22mo_2_T1w,0.49,0.0
NCBCP868724-v05-2-14mo_2_T1w,0.42,0.0
NCBCP197622-v03-1-7mo_2_T1w,0.4,0.0
BCP-969150-60mo-v1_19_T1w,0.6,1.0
BSLERP_850013-20150811_8_T1w,0.54,1.0
NCBCP052977-v02-2-14mo_2_T1w,0.48,0.0
BSLERP_243511-20170113_6_T1w,0.47,0.0
20180410-ST001-MNBCP477045-v02-1-13mo_MR-SE003-T1w,0.48,0.0
20180625-ST001-MNBCP805063-v06-2-24mo_MR-SE003-T1w,0.47,0.0
20160219-ST001-Elison_BSLERP_320544_2_1_MR-SE002-T1w,0.83,1.0
MNBCP787525-v01-2-3mo-20170122_3_T1w,0.44,0.0
20170207-ST001-Elison_BSLERP_277762_06_01_MR-SE003-T1w,0.49,0.0
NCBCP036831-v05-1-23mo_3_T1w,0.4,0.0
NCBCP223244-v03-1-8mo_3_T1w,0.35,0.0
NCBCP605985-v01-1-2wk_3_T1w,0.45,0.0
NCBCP294064-v04-1-34mo_2_T1w,0.44,0.0
20170106-ST001-Elison_BSLERP_125632_04_01_MR-SE002-T1w_Defaced,0.41,0.0
MNBCP569511-v01-1-15mo-20181130_2_T1w,0.47,0.0
NCBCP385434-v02-1-14mo_3_T1w,0.43,0.0
20171018-ST001-MNBCP826360-v01-2-17mo_MR-SE004-T1w,0.43,0.0
NCBCP758603-v05-1-22mo_3_T1w,0.43,0.0
20190109-ST001-MNBCP251549-v01-1-16mo_MR-SE002-T1w,0.48,0.0
20170118-ST001-Elison_BSLERP_939785_01_01_MR-SE024-T1w,0.43,0.0
BCP-002081-2wk-v1_2_T1w,0.51,1.0
20151015-ST001-Elison_BSLERP_447077_01_01_MR-SE003-T1w,0.55,1.0
20180809-ST001-MNBCP985303-v01-1-15mo_MR-SE002-T1w,0.46,0.0
20170320-ST001-Elison_BSLERP_505926_06_01_MR-SE003-T1w_Defaced,0.57,1.0
BCP-683764-23mo-v1_3_T1w,0.51,1.0
20200105-ST001-MNBCP839327-v03-1-15mo_MR-SE003-T1w,0.44,0.0
BCP-865900-6mo-v1_3_T1w,0.43,0.0
20180418-ST001-MNBCP522586-v02-1-14mo_MR-SE002-T1w,0.45,0.0
20180928-ST001-MNBCP914176-v01-1-16mo_MR-SE003-T1w,0.43,0.0
20170324-ST001-Elison_BSLERP_116056_02_01_MR-SE004-T1w,0.4,0.0
NCBCP062519-v01-1-2wk_2_T1w,0.43,0.0
20150604-ST001-Elison_BSLERP_951984_02_02_MR-SE003-T1w,0.46,0.0
BSLERP_810675-20150812_7_T1w_Defaced,0.5,0.0
NCBCP515697-v01-1-15mo_2_T1w,0.48,0.0
NCBCP793775-v02-1-3mo-20181109_2_T1w,0.41,0.0
20170118-ST001-Elison_BSLERP_939785_01_01_MR-SE011-T1w,0.45,0.0
NCBCP529587-v01-1-37mo_2_T1w,0.81,1.0
20190725-ST001-MNBCP236452-v02-1-12mo_MR-SE012-T1w,0.96,1.0
NCBCP269462-v01-1-48mo_8_T1w,0.51,1.0
BSLERP_557806-20160819_3_T1w,0.61,1.0
20180421-ST001-MNBCP198549-v04-1-10mo_MR-SE003-T1w,0.4,0.0
NCBCP354404-v02-1-13mo_1_3_T1w,0.38,0.0
20180510-ST001-MNBCP439999-v02-1-14mo_MR-SE002-T1w,0.47,0.0
NCBCP832130-v01-1-55mo_8_T1w,0.98,1.0
20151022-ST001-Elison_BSLERP_320544_01_01_MR-SE002-T1w,0.53,1.0
BSLERP_758451-20150603_3_T1w,0.42,0.0
932286-BSLERP-20160226_3_T1w,0.65,1.0
BCP-107008-6mo-v1_7_T1w,0.48,0.0
20170610-ST001-Elison_BSLERP_176427_04_02_MR-SE003-T1w,0.48,0.0
20170401-ST001-Elison_BSLERP_505499_06_1_MR-SE002-T1w,0.44,0.0
20170511-ST001-Elison_BSLERP_879509_02_01_MR-SE002-T1w,0.54,1.0
20160519-ST001-Elison_BSLERP_716498_06_01_MR-SE003-T1w,0.51,1.0
20180605-ST001-MNBCP277066-v06-1-24mo_MR-SE003-T1w,0.75,1.0
20171003-ST001-MNBCP676274-v01-2-19mo_MR-SE002-T1w,0.5,0.0
20180205-ST001-MNBCP629130-v01-1-11mo_MR-SE002-T1w,0.47,0.0
NCBCP189896-v03-1-17mo_3_T1w,0.42,0.0
20180121-ST001-MNBCP439999-v01-1-11mo_MR-SE003-T1w,0.4,0.0
20171208-ST001-MNBCP740317-v01-1-2mo_MR-SE002-T1w,0.41,0.0
20190818-ST001-MNBCP266437-v05-1-42mo_MR-SE002-T1w,0.49,0.0
20180911-ST001-MNBCP439037-v01-1-15mo_MR-SE003-T1w,0.41,0.0
20191016-ST001-MNBCP309615-v04-1-18mo_MR-SE002-T1w,0.43,0.0
20171013-ST001-MNBCP993015-v02-1-5mo_MR-SE002-T1w,0.45,0.0
20151006-ST001-Elison_BSLERP_116845_01_01_MR-SE003-T1w,0.51,1.0
20151021-ST001-Elison_BLSERP_455675_03_01_MR-SE002-T1w,0.45,0.0
20161107-ST001-Elison_BSLERP_932286_04_01_MR-SE007-T1w_Defaced,0.53,1.0
20180417-ST001-MNBCP676274-v02-1-25mo_MR-SE012-T1w,0.47,0.0
932286-BSLERP-20160226_2_T1w_Defaced,0.52,1.0
NCBCP758603-v09-1-43mo_2_T1w,0.5,0.0
20180602-ST001-MNBCP469090-v02-1-12mo_MR-SE002-T1w,0.47,0.0
BCP-530066-13mo-v2_3_T1w,0.43,0.0
NCBCP218663-v04-2-18mo_2_T1w,0.46,0.0
NCBCP931594-v01-1-52mo_8_T1w,0.45,0.0
20180808-ST001-MNBCP907184-v01-1-16mo_MR-SE002-T1w,0.48,0.0
NCBCP779604-v05-1-12mo_3_T1w,0.63,1.0
NCBCP657965-v01-1-10mo-20181030_2_T1w,0.5,0.0
BCP-036831-11mo-v1_2_T1w,0.49,0.0
NCBCP421109-v02-1-3mo_2_T1w,0.46,0.0
BCP-986700-44mo-v1-retry_3_T1w,0.74,1.0
NCBCP505525-v02-1-6mo_3_T1w,0.39,0.0
BCP-107008-6mo-v1_2_T1w,0.62,1.0
BSLERP_223008-20150210_3_T1w,0.71,1.0
NCBCP530066-v04-1-19mo_3_T1w,0.45,0.0
NCBCP404835-v02-2-65mo_12_T1w,0.97,1.0
20150908-ST001-Elison_BSLERP_272097_03_01_MR-SE003-T1w,0.45,0.0
20180720-ST001-MNBCP204659-v03-2-16mo_MR-SE003-T1w,0.59,1.0
BSLERP_960370-20160629_2_T1w,0.44,0.0
NCBCP418793-v03-1-15mo_3_T1w,0.48,0.0
NCBCP456907-v03-1-9mo_4_T1w,0.37,0.0
20160512-ST001-Elison_BSLERP_927564_03_02_MR-SE003-T1w_Defaced,0.5,0.0
BCP-648807-27mo-v3_7_T1w,0.46,0.0
BCP-106436-2wk-v1_6_T1w_Defaced,0.53,1.0
20200122-ST001-MNBCP477275-v03-1-16mo_MR-SE002-T1w,0.55,1.0
20160216-ST001-Elison_BSLERP_277762_03_01_MR-SE003-T1w,0.52,1.0
20180328-ST001-MNBCP705639-v01-1-9mo_MR-SE006-T1w,0.34,0.0
20170908-ST001-MNBCP270471_v01_1_4yr_MR-SE004-T1w,0.51,1.0
BSLERP_243511-20150625_3_T1w,0.42,0.0
20171009-ST001-MNBCP381606-v02-1-5mo_MR-SE003-T1w,0.52,1.0
20150831-ST001-Elison_BSLERP_888211_02_02_MR-SE003-T1w,0.43,0.0
20190911-ST001-MNBCP985303-v03-1-27mo_MR-SE002-T1w,0.48,0.0
20150422-ST001-Elison_BSLERP_810675_1_1_MR-SE005-T1w,0.49,0.0
BCP-912823-26mo-v2_2_T1w,0.39,0.0
BCP-648807-27mo-v3_6_T1w,0.45,0.0
20150909-ST001-Elison_BSLERP_505499_01_01_MR-SE006-T1w_pt6_nofat,0.54,1.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE009-T1w,0.87,1.0
20170520-ST001-Elison_BSLERP_544404_02_01_MR-SE003-T1w,0.46,0.0
NCBCP664313-v02-1-5mo_2_T1w,0.46,0.0
20170122-ST001-Elison_BSLERP_787525_01_02_MR-SE002-T1w,0.5,0.0
NCBCP931594-v01-1-52mo_9_T1w,0.4,0.0
20160421-ST001-Elison_BSLERP_518969_3_1_MR-SE003-T1w,0.7,1.0
20170928-ST001-MNBCP234130-v01-1-19mo_MR-SE003-T1w,0.43,0.0
BCP-388560-2mo-v1_4_T1w,0.43,0.0
20160328-ST002-Elison_BSLERP_505499_03_01_MR-SE013-T1w,0.95,1.0
20180515-ST001-MNBCP629130-2-2-14mo_MR-SE003-T1w,0.47,0.0
20170417-ST001-Elison_BSLERP_704148_01_02_MR-SE003-T1w,0.91,1.0
20170203-ST001-Elison_BSLERP_621289_05_02_MR-SE003-T1w_Defaced,0.45,0.0
20180517-ST001-MNBCP938316-v02-1-5mo_MR-SE002-T1w,0.43,0.0
20191016-ST001-MNBCP309615-v04-1-18mo_MR-SE003-T1w,0.44,0.0
BCP-388560-2mo-v1_9_T1w,0.53,1.0
20161220-ST001-Elison_BSLERP_116056_01_01_MR-SE003-T1w_Defaced,0.64,1.0
20190501-ST001-MNBCP380056-1-1-1mo_MR-SE002-T1w,0.55,1.0
20150724-ST001-Elison_BSLERP_738379_01_01_MR-SE002-T1w,0.41,0.0
20190921-ST001-MNBCP456442-v02-2-24mo_MR-SE003-T1w,0.36,0.0
BCP-385434-11mo-v1_3_T1w,0.4,0.0
20180620-ST001-MNBCP710922-v01-2-1mo_MR-SE003-T1w,0.66,1.0
20190825-ST001-MNBCP232633-v04-2-36mo_MR-SE002-T1w,0.67,1.0
20180423-ST001-MNBCP726893-v04-1-11mo_MR-SE003-T1w,0.42,0.0
NCBCP223244-v07-1-21mo_2_T1w,0.43,0.0
20150615-ST001-Elison_BLSERP_272097_02_01_MR-SE002-T1w,0.49,0.0
NCBCP758603-v01-1-10mo-20170313_2_T1w,0.43,0.0
20191114-ST001-MNBCP583494-v05-1-44mo_MR-SE007-T1w,0.44,0.0
20190814-ST001-MNBCP907729-v02-1-14mo_MR-SE003-T1w,0.44,0.0
NCBCP791621-v01-3-56mo_2_T1w,0.38,0.0
20170222-ST001-Elison_BSLERP_229768_06_01_MR-SE002-T1w,0.51,1.0
794626-BSLERP-20160106_7_T1w,0.46,0.0
20180601-ST001-MNBCP469822-v01-2-21mo_MR-SE002-T1w,0.41,0.0
20150909-ST001-Elison_BSLERP_505499_01_01_MR-SE004-T1w_pt6,0.65,1.0
NCBCP145776-v01-1-42mo_2_T1w,0.94,1.0
NCBCP518139-v03-1-15mo_3_T1w,0.58,1.0
NCBCP051407-v03-1-15mo-20181016_4_T1w,0.47,0.0
20171019-ST001-MNBCP198202-v03-1-11mo_MR-SE002-T1w,0.46,0.0
951984-BSLERP-20160121_3_T1w,0.45,0.0
BSLERP_277066-20170110_2_T1w,0.48,0.0
NCBCP051407-v03-1-15mo-20181016_3_T1w,0.8,1.0
20160215-ST001-Elison_BSLERP_505926_03_01_MR-SE006-T1w,0.44,0.0
20170811-ST001-BCP584381_V1_A_MR-SE005-T1w,0.36,0.0
NCBCP470794-v01-1-42mo_6_T1w,0.8,1.0
20150723-ST001-Elison_BSLERP_262208_01_01_MR-SE003-T1w,0.88,1.0
20160620-ST001-Elison_BSLERP_786266_02_01_MR-SE003-T1w,0.41,0.0
20180422-ST001-MNBCP597306-v06-1-24mo_MR-SE003-T1w,0.42,0.0
MNBCP838827-v03-1-10mo-20170707_2_T1w,0.5,0.0
BSLERP_243511-20170113_2_T1w,0.83,1.0
20160609-ST001-ELISON_BSLERP_755330_04_01_MR-SE003-T1w,0.46,0.0
20180503-ST001-MNBCP519250-v02-1-22mo_MR-SE002-T1w,0.49,0.0
NCBCP518139-v03-1-15mo_2_T1w,0.53,1.0
20170311-ST001-Elison_BSLERP_755330_04_01_MR-SE002-T1w_Defaced,0.56,1.0
20150914-ST001-Elison_BSLERP_951984_05_03_MR-SE006-T1w,0.54,1.0
NCBCP148796-v01-1-17mo_3_T1w,0.4,0.0
20200122-ST001-MNBCP477275-v03-1-16mo_MR-SE003-T1w,0.59,1.0
20170311-ST001-Elison_BSLERP_755330_04_01_MR-SE012-T1w,0.52,1.0
NCBCP433089-v01-1-15mo_2_T1w,0.5,0.0
20190825-ST001-MNBCP232633-v04-2-36mo_MR-SE006-T1w,0.54,1.0
NCBCP793775-v01-1-2wk_3_T1w,0.4,0.0
NCBCP106865-v01-2-39mo_2_T1w,0.75,1.0
NCBCP576112-v04-2-42mo_3_T1w,0.63,1.0
20160404-ST001-Elison_BSLERP_960370_01_02_MR-SE002-T1w,0.42,0.0
20161121-ST001-Elison_BSLERP_932286_04_02_MR-SE003-T1w_Defaced,0.88,1.0
NCBCP145776-v01-1-42mo_6_T1w,0.9,1.0
20170117-ST001-Elison_BSLERP_683099_01_01_MR-SE003-T1w_Defaced,0.56,1.0
NCBCP382287-v03-1-6mo_2_T1w,0.37,0.0
BSLERP_932286-20160801_2_T1w,0.53,1.0
NCBCP525955-v02-1-12mo_3_T1w,0.43,0.0
BCP-189896-11mo-v1_2_T1w,0.46,0.0
BCP-137012-10mo-v1_6_T1w,0.4,0.0
20170921-ST001-MNBCP645257-v02-2-8mo_MR-SE004-T1w,0.78,1.0
BCP-218663-12mo-v2_7_T1w,0.43,0.0
NCBCP340476-v01-1-10mo_3_T1w,0.46,0.0
BCP-036831-11mo-v1_3_T1w,0.55,1.0
NCBCP051407-v06-1-26mo_3_T1w,0.44,0.0
BSLERP_986114-20150413_4_T1w,0.39,0.0
20190917-ST001-MNBCP799959-v02-1-13mo_MR-SE002-T1w,0.46,0.0
